"idResource","idUser","chosenCategory","incentive"
76246,756,6,"EXTRINSIC"
76246,851,6,"EXTRINSIC"
76246,672,6,"EXTRINSIC"
76248,851,6,"EXTRINSIC"
76248,756,6,"EXTRINSIC"
76248,854,6,"EXTRINSIC"
76248,672,6,"EXTRINSIC"
76248,882,6,"EXTRINSIC"
76250,756,6,"EXTRINSIC"
76250,847,6,"EXTRINSIC"
76250,672,6,"EXTRINSIC"
76250,882,6,"EXTRINSIC"
76250,851,6,"EXTRINSIC"
76250,877,6,"EXTRINSIC"
76251,756,6,"EXTRINSIC"
76251,850,6,"EXTRINSIC"
76251,672,6,"EXTRINSIC"
76251,854,6,"EXTRINSIC"
76254,851,6,"EXTRINSIC"
76254,672,6,"EXTRINSIC"
76254,311,6,"EXTRINSIC"
76256,851,6,"EXTRINSIC"
76256,672,6,"EXTRINSIC"
76256,756,6,"EXTRINSIC"
76256,854,6,"EXTRINSIC"
76256,847,6,"EXTRINSIC"
76256,676,6,"EXTRINSIC"
76258,756,6,"EXTRINSIC"
76258,851,6,"EXTRINSIC"
76258,847,6,"EXTRINSIC"
76258,672,6,"EXTRINSIC"
76260,847,6,"EXTRINSIC"
76260,854,6,"EXTRINSIC"
76260,311,6,"EXTRINSIC"
76260,672,6,"EXTRINSIC"
76262,864,6,"EXTRINSIC"
76262,672,6,"EXTRINSIC"
76262,847,6,"EXTRINSIC"
76262,756,6,"EXTRINSIC"
76262,851,6,"EXTRINSIC"
76264,882,6,"EXTRINSIC"
76264,879,6,"EXTRINSIC"
76264,672,6,"EXTRINSIC"
76264,877,6,"EXTRINSIC"
76264,311,6,"EXTRINSIC"
76266,672,6,"EXTRINSIC"
76266,311,6,"EXTRINSIC"
76266,851,6,"EXTRINSIC"
76267,847,6,"EXTRINSIC"
76267,756,6,"EXTRINSIC"
76267,672,6,"EXTRINSIC"
76267,854,6,"EXTRINSIC"
76267,851,6,"EXTRINSIC"
76270,672,2,"EXTRINSIC"
76270,851,6,"EXTRINSIC"
76270,854,6,"EXTRINSIC"
76270,756,6,"EXTRINSIC"
76270,847,6,"EXTRINSIC"
76272,882,6,"EXTRINSIC"
76272,854,6,"EXTRINSIC"
76272,672,6,"EXTRINSIC"
76272,756,6,"EXTRINSIC"
76274,851,6,"EXTRINSIC"
76274,756,6,"EXTRINSIC"
76274,672,6,"EXTRINSIC"
76274,758,6,"EXTRINSIC"
76274,847,6,"EXTRINSIC"
76276,850,6,"EXTRINSIC"
76276,847,6,"EXTRINSIC"
76276,851,6,"EXTRINSIC"
76276,672,6,"EXTRINSIC"
76276,756,6,"EXTRINSIC"
76277,877,2,"EXTRINSIC"
76277,879,2,"EXTRINSIC"
76277,851,2,"EXTRINSIC"
76277,672,2,"EXTRINSIC"
76277,847,2,"EXTRINSIC"
76278,672,6,"EXTRINSIC"
76278,311,6,"EXTRINSIC"
76278,851,6,"EXTRINSIC"
76279,672,6,"EXTRINSIC"
76279,756,6,"EXTRINSIC"
76279,311,6,"EXTRINSIC"
76279,854,6,"EXTRINSIC"
76279,847,6,"EXTRINSIC"
76282,672,6,"EXTRINSIC"
76282,756,6,"EXTRINSIC"
76282,854,6,"EXTRINSIC"
76282,851,6,"EXTRINSIC"
76282,847,6,"EXTRINSIC"
76283,672,6,"EXTRINSIC"
76283,851,6,"EXTRINSIC"
76283,944,6,"EXTRINSIC"
76283,311,6,"EXTRINSIC"
76283,756,6,"EXTRINSIC"
76284,854,6,"EXTRINSIC"
76284,847,6,"EXTRINSIC"
76284,851,6,"EXTRINSIC"
76284,882,6,"EXTRINSIC"
76284,672,6,"EXTRINSIC"
76285,847,2,"EXTRINSIC"
76285,672,2,"EXTRINSIC"
76285,854,2,"EXTRINSIC"
76285,851,2,"EXTRINSIC"
76285,756,2,"EXTRINSIC"
76288,672,6,"EXTRINSIC"
76288,864,6,"EXTRINSIC"
76288,854,6,"EXTRINSIC"
76288,756,6,"EXTRINSIC"
76288,851,6,"EXTRINSIC"
76288,847,6,"EXTRINSIC"
76289,756,2,"EXTRINSIC"
76289,851,2,"EXTRINSIC"
76289,672,2,"EXTRINSIC"
76289,939,2,"EXTRINSIC"
76290,877,6,"EXTRINSIC"
76290,756,6,"EXTRINSIC"
76290,875,6,"EXTRINSIC"
76290,311,6,"EXTRINSIC"
76290,851,6,"EXTRINSIC"
76290,672,6,"EXTRINSIC"
76290,854,6,"EXTRINSIC"
76291,672,6,"EXTRINSIC"
76291,756,6,"EXTRINSIC"
76291,851,6,"EXTRINSIC"
76291,882,6,"EXTRINSIC"
76291,847,6,"EXTRINSIC"
76292,743,6,"EXTRINSIC"
76292,851,6,"EXTRINSIC"
76292,847,6,"EXTRINSIC"
76292,311,6,"EXTRINSIC"
76292,672,6,"EXTRINSIC"
76292,756,6,"EXTRINSIC"
76292,782,6,"EXTRINSIC"
76293,311,2,"EXTRINSIC"
76293,882,2,"EXTRINSIC"
76293,850,2,"EXTRINSIC"
76293,672,2,"EXTRINSIC"
76293,877,2,"EXTRINSIC"
76293,879,2,"EXTRINSIC"
76294,756,6,"EXTRINSIC"
76294,851,6,"EXTRINSIC"
76294,847,6,"EXTRINSIC"
76294,672,6,"EXTRINSIC"
76294,903,6,"EXTRINSIC"
76294,882,6,"EXTRINSIC"
76294,850,6,"EXTRINSIC"
76295,672,6,"EXTRINSIC"
76295,851,6,"EXTRINSIC"
76295,756,6,"EXTRINSIC"
76295,311,6,"EXTRINSIC"
76295,847,6,"EXTRINSIC"
76296,845,6,"EXTRINSIC"
76296,782,6,"EXTRINSIC"
76296,847,6,"EXTRINSIC"
76296,672,6,"EXTRINSIC"
76296,798,6,"EXTRINSIC"
76296,311,6,"EXTRINSIC"
76296,786,6,"EXTRINSIC"
76296,851,6,"EXTRINSIC"
76296,756,6,"EXTRINSIC"
76298,672,6,"EXTRINSIC"
76298,851,6,"EXTRINSIC"
76298,854,6,"EXTRINSIC"
76298,756,6,"EXTRINSIC"
76298,847,6,"EXTRINSIC"
76298,850,6,"EXTRINSIC"
76299,311,6,"EXTRINSIC"
76299,672,6,"EXTRINSIC"
76299,851,6,"EXTRINSIC"
76305,882,2,"EXTRINSIC"
76305,854,2,"EXTRINSIC"
76305,851,2,"EXTRINSIC"
76305,672,2,"EXTRINSIC"
76305,756,2,"EXTRINSIC"
76308,672,6,"EXTRINSIC"
76308,756,6,"EXTRINSIC"
76308,847,6,"EXTRINSIC"
76308,854,6,"EXTRINSIC"
76308,882,6,"EXTRINSIC"
76309,847,2,"EXTRINSIC"
76309,311,2,"EXTRINSIC"
76309,672,2,"EXTRINSIC"
76309,879,2,"EXTRINSIC"
76309,881,2,"EXTRINSIC"
76311,851,6,"EXTRINSIC"
76311,676,6,"EXTRINSIC"
76311,850,6,"EXTRINSIC"
76311,672,6,"EXTRINSIC"
76311,847,6,"EXTRINSIC"
76312,672,6,"EXTRINSIC"
76312,877,6,"EXTRINSIC"
76312,851,6,"EXTRINSIC"
76312,756,6,"EXTRINSIC"
76314,756,6,"EXTRINSIC"
76314,875,6,"EXTRINSIC"
76314,847,6,"EXTRINSIC"
76314,672,6,"EXTRINSIC"
76314,854,6,"EXTRINSIC"
76315,882,6,"EXTRINSIC"
76315,851,6,"EXTRINSIC"
76315,879,6,"EXTRINSIC"
76315,672,6,"EXTRINSIC"
76315,847,6,"EXTRINSIC"
76316,672,6,"EXTRINSIC"
76316,311,6,"EXTRINSIC"
76316,935,6,"EXTRINSIC"
76316,851,6,"EXTRINSIC"
76317,672,2,"EXTRINSIC"
76317,311,3,"EXTRINSIC"
76317,851,2,"EXTRINSIC"
76319,672,6,"EXTRINSIC"
76319,756,6,"EXTRINSIC"
76319,882,6,"EXTRINSIC"
76319,854,6,"EXTRINSIC"
76319,851,6,"EXTRINSIC"
76320,882,6,"EXTRINSIC"
76320,847,6,"EXTRINSIC"
76320,672,6,"EXTRINSIC"
76320,903,6,"EXTRINSIC"
76321,882,2,"EXTRINSIC"
76321,672,2,"EXTRINSIC"
76321,847,2,"EXTRINSIC"
76321,851,2,"EXTRINSIC"
76322,672,6,"EXTRINSIC"
76322,864,6,"EXTRINSIC"
76322,847,6,"EXTRINSIC"
76322,851,6,"EXTRINSIC"
76322,756,6,"EXTRINSIC"
76322,854,6,"EXTRINSIC"
76325,851,2,"EXTRINSIC"
76325,311,2,"EXTRINSIC"
76325,672,2,"EXTRINSIC"
76326,672,6,"EXTRINSIC"
76326,847,6,"EXTRINSIC"
76326,311,6,"EXTRINSIC"
76326,850,6,"EXTRINSIC"
76326,882,1,"EXTRINSIC"
76326,879,6,"EXTRINSIC"
76326,877,6,"EXTRINSIC"
76327,877,6,"EXTRINSIC"
76327,882,6,"EXTRINSIC"
76327,851,6,"EXTRINSIC"
76327,672,6,"EXTRINSIC"
76327,854,6,"EXTRINSIC"
76329,854,2,"EXTRINSIC"
76329,850,2,"EXTRINSIC"
76329,672,2,"EXTRINSIC"
76329,882,2,"EXTRINSIC"
76330,847,6,"EXTRINSIC"
76330,854,6,"EXTRINSIC"
76330,851,6,"EXTRINSIC"
76330,672,6,"EXTRINSIC"
76330,756,6,"EXTRINSIC"
76331,672,6,"EXTRINSIC"
76331,847,6,"EXTRINSIC"
76331,311,6,"EXTRINSIC"
76331,851,6,"EXTRINSIC"
76333,311,2,"EXTRINSIC"
76333,935,2,"EXTRINSIC"
76333,851,2,"EXTRINSIC"
76333,922,2,"EXTRINSIC"
76333,672,2,"EXTRINSIC"
76334,672,6,"EXTRINSIC"
76334,311,6,"EXTRINSIC"
76334,847,6,"EXTRINSIC"
76334,850,6,"EXTRINSIC"
76334,851,6,"EXTRINSIC"
76336,672,6,"EXTRINSIC"
76336,311,6,"EXTRINSIC"
76336,847,6,"EXTRINSIC"
76336,756,6,"EXTRINSIC"
76336,851,6,"EXTRINSIC"
76336,879,6,"EXTRINSIC"
76337,756,2,"EXTRINSIC"
76337,676,2,"EXTRINSIC"
76337,847,2,"EXTRINSIC"
76337,864,2,"EXTRINSIC"
76337,672,2,"EXTRINSIC"
76337,854,2,"EXTRINSIC"
76338,756,6,"EXTRINSIC"
76338,847,6,"EXTRINSIC"
76338,854,6,"EXTRINSIC"
76338,672,6,"EXTRINSIC"
76339,850,6,"EXTRINSIC"
76339,882,6,"EXTRINSIC"
76339,672,6,"EXTRINSIC"
76339,854,6,"EXTRINSIC"
76340,851,6,"EXTRINSIC"
76340,944,6,"EXTRINSIC"
76340,756,6,"EXTRINSIC"
76340,672,6,"EXTRINSIC"
76342,854,6,"EXTRINSIC"
76342,873,6,"EXTRINSIC"
76342,847,6,"EXTRINSIC"
76342,672,6,"EXTRINSIC"
76342,756,6,"EXTRINSIC"
76344,850,6,"EXTRINSIC"
76344,672,6,"EXTRINSIC"
76344,847,6,"EXTRINSIC"
76344,851,6,"EXTRINSIC"
76345,672,2,"EXTRINSIC"
76345,311,2,"EXTRINSIC"
76345,851,2,"EXTRINSIC"
76347,672,6,"EXTRINSIC"
76347,851,6,"EXTRINSIC"
76347,311,6,"EXTRINSIC"
76348,672,6,"EXTRINSIC"
76348,756,6,"EXTRINSIC"
76348,847,6,"EXTRINSIC"
76348,851,6,"EXTRINSIC"
76348,854,6,"EXTRINSIC"
76350,850,6,"EXTRINSIC"
76350,851,6,"EXTRINSIC"
76350,672,6,"EXTRINSIC"
76350,847,6,"EXTRINSIC"
76350,756,6,"EXTRINSIC"
76350,882,6,"EXTRINSIC"
76352,854,6,"EXTRINSIC"
76352,672,6,"EXTRINSIC"
76352,756,6,"EXTRINSIC"
76352,847,6,"EXTRINSIC"
76354,851,6,"EXTRINSIC"
76354,756,6,"EXTRINSIC"
76354,311,6,"EXTRINSIC"
76354,672,6,"EXTRINSIC"
76356,311,6,"EXTRINSIC"
76356,854,6,"EXTRINSIC"
76356,851,6,"EXTRINSIC"
76356,882,6,"EXTRINSIC"
76356,672,6,"EXTRINSIC"
76357,756,2,"EXTRINSIC"
76357,851,2,"EXTRINSIC"
76357,882,2,"EXTRINSIC"
76357,672,2,"EXTRINSIC"
76357,854,2,"EXTRINSIC"
76358,672,6,"EXTRINSIC"
76358,311,6,"EXTRINSIC"
76358,756,6,"EXTRINSIC"
76358,851,6,"EXTRINSIC"
76360,847,6,"EXTRINSIC"
76360,672,6,"EXTRINSIC"
76360,903,6,"EXTRINSIC"
76360,851,6,"EXTRINSIC"
76360,882,6,"EXTRINSIC"
76361,311,6,"EXTRINSIC"
76361,882,6,"EXTRINSIC"
76361,756,6,"EXTRINSIC"
76361,672,6,"EXTRINSIC"
76361,854,6,"EXTRINSIC"
76362,847,6,"EXTRINSIC"
76362,672,6,"EXTRINSIC"
76362,756,6,"EXTRINSIC"
76362,851,6,"EXTRINSIC"
76362,854,6,"EXTRINSIC"
76363,882,6,"EXTRINSIC"
76363,756,6,"EXTRINSIC"
76363,851,6,"EXTRINSIC"
76363,847,6,"EXTRINSIC"
76363,672,6,"EXTRINSIC"
76365,672,2,"EXTRINSIC"
76365,877,2,"EXTRINSIC"
76365,851,2,"EXTRINSIC"
76365,756,2,"EXTRINSIC"
76366,854,6,"EXTRINSIC"
76366,672,6,"EXTRINSIC"
76366,851,6,"EXTRINSIC"
76366,756,6,"EXTRINSIC"
76366,847,6,"EXTRINSIC"
76367,851,6,"EXTRINSIC"
76367,798,6,"EXTRINSIC"
76367,847,6,"EXTRINSIC"
76367,672,6,"EXTRINSIC"
76367,311,6,"EXTRINSIC"
76367,756,6,"EXTRINSIC"
76367,782,6,"EXTRINSIC"
76368,882,6,"EXTRINSIC"
76368,877,6,"EXTRINSIC"
76368,879,6,"EXTRINSIC"
76368,850,6,"EXTRINSIC"
76368,672,6,"EXTRINSIC"
76369,851,2,"EXTRINSIC"
76369,882,2,"EXTRINSIC"
76369,847,2,"EXTRINSIC"
76369,672,2,"EXTRINSIC"
76370,672,6,"EXTRINSIC"
76370,850,6,"EXTRINSIC"
76370,854,6,"EXTRINSIC"
76370,756,6,"EXTRINSIC"
76371,311,6,"EXTRINSIC"
76371,756,6,"EXTRINSIC"
76371,851,6,"EXTRINSIC"
76371,672,6,"EXTRINSIC"
76375,847,6,"EXTRINSIC"
76375,851,6,"EXTRINSIC"
76375,676,6,"EXTRINSIC"
76375,672,6,"EXTRINSIC"
76375,756,6,"EXTRINSIC"
76375,850,6,"EXTRINSIC"
76377,851,2,"EXTRINSIC"
76377,756,2,"EXTRINSIC"
76377,854,2,"EXTRINSIC"
76377,882,2,"EXTRINSIC"
76377,672,2,"EXTRINSIC"
76378,847,6,"EXTRINSIC"
76378,850,3,"EXTRINSIC"
76378,851,3,"EXTRINSIC"
76378,756,3,"EXTRINSIC"
76378,672,3,"EXTRINSIC"
76379,851,6,"EXTRINSIC"
76379,672,6,"EXTRINSIC"
76379,850,6,"EXTRINSIC"
76379,882,6,"EXTRINSIC"
76379,847,6,"EXTRINSIC"
76380,311,6,"EXTRINSIC"
76380,672,6,"EXTRINSIC"
76380,935,6,"EXTRINSIC"
76380,851,6,"EXTRINSIC"
76382,854,3,"EXTRINSIC"
76382,851,1,"EXTRINSIC"
76382,672,3,"EXTRINSIC"
76382,889,3,"EXTRINSIC"
76382,850,3,"EXTRINSIC"
76382,882,1,"EXTRINSIC"
76382,879,1,"EXTRINSIC"
76382,847,3,"EXTRINSIC"
76384,676,6,"EXTRINSIC"
76384,756,6,"EXTRINSIC"
76384,851,6,"EXTRINSIC"
76384,847,6,"EXTRINSIC"
76384,672,6,"EXTRINSIC"
76384,854,6,"EXTRINSIC"
76386,847,3,"EXTRINSIC"
76386,854,3,"EXTRINSIC"
76386,782,3,"EXTRINSIC"
76386,756,3,"EXTRINSIC"
76386,672,3,"EXTRINSIC"
76386,851,3,"EXTRINSIC"
76387,672,6,"EXTRINSIC"
76387,877,6,"EXTRINSIC"
76387,875,6,"EXTRINSIC"
76387,756,6,"EXTRINSIC"
76387,851,6,"EXTRINSIC"
76388,877,6,"EXTRINSIC"
76388,672,6,"EXTRINSIC"
76388,851,6,"EXTRINSIC"
76388,756,6,"EXTRINSIC"
76389,854,2,"EXTRINSIC"
76389,672,2,"EXTRINSIC"
76389,851,2,"EXTRINSIC"
76389,756,2,"EXTRINSIC"
76389,847,2,"EXTRINSIC"
76390,311,3,"EXTRINSIC"
76390,672,1,"EXTRINSIC"
76390,851,1,"EXTRINSIC"
76392,854,6,"EXTRINSIC"
76392,311,6,"EXTRINSIC"
76392,672,6,"EXTRINSIC"
76392,847,6,"EXTRINSIC"
76393,672,2,"EXTRINSIC"
76393,854,6,"EXTRINSIC"
76393,847,2,"EXTRINSIC"
76393,864,2,"EXTRINSIC"
76393,756,2,"EXTRINSIC"
76394,756,3,"EXTRINSIC"
76394,19,3,"EXTRINSIC"
76394,851,3,"EXTRINSIC"
76394,672,3,"EXTRINSIC"
76394,798,3,"EXTRINSIC"
76394,311,1,"EXTRINSIC"
76394,782,1,"EXTRINSIC"
76394,847,3,"EXTRINSIC"
76395,854,6,"EXTRINSIC"
76395,756,6,"EXTRINSIC"
76395,847,6,"EXTRINSIC"
76395,851,6,"EXTRINSIC"
76395,672,6,"EXTRINSIC"
76398,851,6,"EXTRINSIC"
76398,672,6,"EXTRINSIC"
76398,311,6,"EXTRINSIC"
76400,877,6,"EXTRINSIC"
76400,851,6,"EXTRINSIC"
76400,756,6,"EXTRINSIC"
76400,847,6,"EXTRINSIC"
76400,672,6,"EXTRINSIC"
76400,882,6,"EXTRINSIC"
76402,854,6,"EXTRINSIC"
76402,851,6,"EXTRINSIC"
76402,672,6,"EXTRINSIC"
76402,847,6,"EXTRINSIC"
76402,756,6,"EXTRINSIC"
76403,756,6,"EXTRINSIC"
76403,882,6,"EXTRINSIC"
76403,851,6,"EXTRINSIC"
76403,847,6,"EXTRINSIC"
76403,899,4,"EXTRINSIC"
76403,672,6,"EXTRINSIC"
76403,877,6,"EXTRINSIC"
76404,756,6,"EXTRINSIC"
76404,851,6,"EXTRINSIC"
76404,854,6,"EXTRINSIC"
76404,672,6,"EXTRINSIC"
76404,847,5,"EXTRINSIC"
76405,782,2,"EXTRINSIC"
76405,756,2,"EXTRINSIC"
76405,851,2,"EXTRINSIC"
76405,672,2,"EXTRINSIC"
76405,311,2,"EXTRINSIC"
76405,847,2,"EXTRINSIC"
76405,845,2,"EXTRINSIC"
76406,854,6,"EXTRINSIC"
76406,879,6,"EXTRINSIC"
76406,672,6,"EXTRINSIC"
76406,847,6,"EXTRINSIC"
76406,851,6,"EXTRINSIC"
76406,882,6,"EXTRINSIC"
76407,672,6,"EXTRINSIC"
76407,851,6,"EXTRINSIC"
76407,311,6,"EXTRINSIC"
76408,851,6,"EXTRINSIC"
76408,864,6,"EXTRINSIC"
76408,672,6,"EXTRINSIC"
76408,756,6,"EXTRINSIC"
76408,854,6,"EXTRINSIC"
76409,850,2,"EXTRINSIC"
76409,672,2,"EXTRINSIC"
76409,847,2,"EXTRINSIC"
76409,882,2,"EXTRINSIC"
76409,851,2,"EXTRINSIC"
76411,847,6,"EXTRINSIC"
76411,879,6,"EXTRINSIC"
76411,672,6,"EXTRINSIC"
76411,311,6,"EXTRINSIC"
76413,672,2,"EXTRINSIC"
76413,847,2,"EXTRINSIC"
76413,756,2,"EXTRINSIC"
76413,851,2,"EXTRINSIC"
76413,854,2,"EXTRINSIC"
76414,882,6,"EXTRINSIC"
76414,903,6,"EXTRINSIC"
76414,877,6,"EXTRINSIC"
76414,672,6,"EXTRINSIC"
76414,847,6,"EXTRINSIC"
76415,882,6,"EXTRINSIC"
76415,756,6,"EXTRINSIC"
76415,851,6,"EXTRINSIC"
76415,854,6,"EXTRINSIC"
76415,672,6,"EXTRINSIC"
76416,756,6,"EXTRINSIC"
76416,854,6,"EXTRINSIC"
76416,847,6,"EXTRINSIC"
76416,672,6,"EXTRINSIC"
76416,851,6,"EXTRINSIC"
76417,672,2,"EXTRINSIC"
76417,756,2,"EXTRINSIC"
76417,851,2,"EXTRINSIC"
76417,847,2,"EXTRINSIC"
76418,756,6,"EXTRINSIC"
76418,847,6,"EXTRINSIC"
76418,672,6,"EXTRINSIC"
76418,854,6,"EXTRINSIC"
76418,851,6,"EXTRINSIC"
76419,851,6,"EXTRINSIC"
76419,882,1,"EXTRINSIC"
76419,672,6,"EXTRINSIC"
76419,892,6,"EXTRINSIC"
76419,756,6,"EXTRINSIC"
76419,877,6,"EXTRINSIC"
76420,854,6,"EXTRINSIC"
76420,782,6,"EXTRINSIC"
76420,851,6,"EXTRINSIC"
76420,756,6,"EXTRINSIC"
76420,847,6,"EXTRINSIC"
76420,672,6,"EXTRINSIC"
76422,854,2,"EXTRINSIC"
76422,847,2,"EXTRINSIC"
76422,851,2,"EXTRINSIC"
76422,672,2,"EXTRINSIC"
76422,756,2,"EXTRINSIC"
76423,851,6,"EXTRINSIC"
76423,311,6,"EXTRINSIC"
76423,672,6,"EXTRINSIC"
76425,847,2,"EXTRINSIC"
76425,882,2,"EXTRINSIC"
76425,851,2,"EXTRINSIC"
76425,672,2,"EXTRINSIC"
76426,847,2,"EXTRINSIC"
76426,879,2,"EXTRINSIC"
76426,311,2,"EXTRINSIC"
76426,672,2,"EXTRINSIC"
76430,672,2,"EXTRINSIC"
76430,882,2,"EXTRINSIC"
76430,888,2,"EXTRINSIC"
76430,877,2,"EXTRINSIC"
76430,892,2,"EXTRINSIC"
76431,782,6,"EXTRINSIC"
76431,311,6,"EXTRINSIC"
76431,851,6,"EXTRINSIC"
76431,756,6,"EXTRINSIC"
76431,672,6,"EXTRINSIC"
76431,847,6,"EXTRINSIC"
76433,713,2,"EXTRINSIC"
76433,756,2,"EXTRINSIC"
76433,847,2,"EXTRINSIC"
76433,851,2,"EXTRINSIC"
76433,798,2,"EXTRINSIC"
76433,672,2,"EXTRINSIC"
76433,311,2,"EXTRINSIC"
76434,672,2,"EXTRINSIC"
76434,877,2,"EXTRINSIC"
76434,311,2,"EXTRINSIC"
76434,851,2,"EXTRINSIC"
76434,756,2,"EXTRINSIC"
76437,311,2,"EXTRINSIC"
76437,851,2,"EXTRINSIC"
76437,672,2,"EXTRINSIC"
76438,864,2,"EXTRINSIC"
76438,854,2,"EXTRINSIC"
76438,847,1,"EXTRINSIC"
76438,865,2,"EXTRINSIC"
76438,851,2,"EXTRINSIC"
76438,756,2,"EXTRINSIC"
76438,672,2,"EXTRINSIC"
76438,782,2,"EXTRINSIC"
76441,672,2,"EXTRINSIC"
76441,851,2,"EXTRINSIC"
76441,756,2,"EXTRINSIC"
76441,311,2,"EXTRINSIC"
76441,798,2,"EXTRINSIC"
76441,782,2,"EXTRINSIC"
76441,847,2,"EXTRINSIC"
76442,311,2,"EXTRINSIC"
76442,672,2,"EXTRINSIC"
76442,756,2,"EXTRINSIC"
76442,851,2,"EXTRINSIC"
76442,847,2,"EXTRINSIC"
76445,672,2,"EXTRINSIC"
76445,756,2,"EXTRINSIC"
76445,847,2,"EXTRINSIC"
76445,864,2,"EXTRINSIC"
76445,854,2,"EXTRINSIC"
76446,672,2,"EXTRINSIC"
76446,311,2,"EXTRINSIC"
76446,851,2,"EXTRINSIC"
76447,851,6,"EXTRINSIC"
76447,935,6,"EXTRINSIC"
76447,311,6,"EXTRINSIC"
76447,922,6,"EXTRINSIC"
76447,672,6,"EXTRINSIC"
76448,879,6,"EXTRINSIC"
76448,672,6,"EXTRINSIC"
76448,882,6,"EXTRINSIC"
76448,850,6,"EXTRINSIC"
76448,877,6,"EXTRINSIC"
76450,851,2,"EXTRINSIC"
76450,713,2,"EXTRINSIC"
76450,854,2,"EXTRINSIC"
76450,756,2,"EXTRINSIC"
76450,877,2,"EXTRINSIC"
76450,311,2,"EXTRINSIC"
76450,672,2,"EXTRINSIC"
76451,847,6,"EXTRINSIC"
76451,851,6,"EXTRINSIC"
76451,672,6,"EXTRINSIC"
76451,850,6,"EXTRINSIC"
76452,851,6,"EXTRINSIC"
76452,854,6,"EXTRINSIC"
76452,882,6,"EXTRINSIC"
76452,311,6,"EXTRINSIC"
76452,672,6,"EXTRINSIC"
76453,672,2,"EXTRINSIC"
76453,851,2,"EXTRINSIC"
76453,847,2,"EXTRINSIC"
76453,311,2,"EXTRINSIC"
76455,854,6,"EXTRINSIC"
76455,672,6,"EXTRINSIC"
76455,756,6,"EXTRINSIC"
76455,851,6,"EXTRINSIC"
76456,882,6,"EXTRINSIC"
76456,672,6,"EXTRINSIC"
76456,854,6,"EXTRINSIC"
76456,756,6,"EXTRINSIC"
76456,851,6,"EXTRINSIC"
76457,756,2,"EXTRINSIC"
76457,311,2,"EXTRINSIC"
76457,851,2,"EXTRINSIC"
76457,854,2,"EXTRINSIC"
76457,672,2,"EXTRINSIC"
76457,877,2,"EXTRINSIC"
76459,676,6,"EXTRINSIC"
76459,672,6,"EXTRINSIC"
76459,851,6,"EXTRINSIC"
76459,850,6,"EXTRINSIC"
76459,847,6,"EXTRINSIC"
76460,756,6,"EXTRINSIC"
76460,782,6,"EXTRINSIC"
76460,758,6,"EXTRINSIC"
76460,672,6,"EXTRINSIC"
76460,851,6,"EXTRINSIC"
76460,847,6,"EXTRINSIC"
76462,756,2,"EXTRINSIC"
76462,676,2,"EXTRINSIC"
76462,847,6,"EXTRINSIC"
76462,854,2,"EXTRINSIC"
76462,851,2,"EXTRINSIC"
76462,864,2,"EXTRINSIC"
76462,672,2,"EXTRINSIC"
76463,672,6,"EXTRINSIC"
76463,756,6,"EXTRINSIC"
76463,851,6,"EXTRINSIC"
76463,847,3,"EXTRINSIC"
76463,854,6,"EXTRINSIC"
76465,854,2,"EXTRINSIC"
76465,672,2,"EXTRINSIC"
76465,782,2,"EXTRINSIC"
76465,851,2,"EXTRINSIC"
76465,847,2,"EXTRINSIC"
76465,756,2,"EXTRINSIC"
76466,756,2,"EXTRINSIC"
76466,851,2,"EXTRINSIC"
76466,311,2,"EXTRINSIC"
76466,877,2,"EXTRINSIC"
76466,672,2,"EXTRINSIC"
76468,847,6,"EXTRINSIC"
76468,854,6,"EXTRINSIC"
76468,672,6,"EXTRINSIC"
76468,713,6,"EXTRINSIC"
76468,756,6,"EXTRINSIC"
76470,851,2,"EXTRINSIC"
76470,782,2,"EXTRINSIC"
76470,672,2,"EXTRINSIC"
76470,756,2,"EXTRINSIC"
76470,758,2,"EXTRINSIC"
76470,847,6,"EXTRINSIC"
76472,672,6,"EXTRINSIC"
76472,311,6,"EXTRINSIC"
76472,851,6,"EXTRINSIC"
76472,935,6,"EXTRINSIC"
76473,672,2,"EXTRINSIC"
76473,882,2,"EXTRINSIC"
76473,847,2,"EXTRINSIC"
76473,879,2,"EXTRINSIC"
76473,851,2,"EXTRINSIC"
76474,854,2,"EXTRINSIC"
76474,851,2,"EXTRINSIC"
76474,756,2,"EXTRINSIC"
76474,672,2,"EXTRINSIC"
76474,882,2,"EXTRINSIC"
76476,877,6,"EXTRINSIC"
76476,311,6,"EXTRINSIC"
76476,879,6,"EXTRINSIC"
76476,847,6,"EXTRINSIC"
76476,672,4,"EXTRINSIC"
76477,854,2,"EXTRINSIC"
76477,847,5,"EXTRINSIC"
76477,672,2,"EXTRINSIC"
76477,875,2,"EXTRINSIC"
76477,851,2,"EXTRINSIC"
76477,756,2,"EXTRINSIC"
76479,311,6,"EXTRINSIC"
76479,851,6,"EXTRINSIC"
76479,756,6,"EXTRINSIC"
76479,672,6,"EXTRINSIC"
76480,672,6,"EXTRINSIC"
76480,877,6,"EXTRINSIC"
76480,879,6,"EXTRINSIC"
76480,311,6,"EXTRINSIC"
76481,851,2,"EXTRINSIC"
76481,877,2,"EXTRINSIC"
76481,672,2,"EXTRINSIC"
76481,882,2,"EXTRINSIC"
76483,903,6,"EXTRINSIC"
76483,850,6,"EXTRINSIC"
76483,672,6,"EXTRINSIC"
76483,847,6,"EXTRINSIC"
76483,851,6,"EXTRINSIC"
